标题,名称,識別碼,發行日期,長度,導演,製作商,發行商,系列,類別,演員,详情页
JUSD-487 淫乱熟女レズビアンの無限イカセ8時間,JUSD-487 淫乱熟女レズビアンの無限イカセ8時間,JUSD-487,2013-05-19,478分鐘,,マドンナ,Madonna,,成熟的女人、女同性戀、野外・露出、合集、花癡、數位馬賽克、4小時以上作品、女同接吻、DMM獨家,多人,https://www.javbus.com/JUSD-487
BIB-074 綺麗なお姉さんの淫らな腰振りで犯されたい！8時間,BIB-074 綺麗なお姉さんの淫らな腰振りで犯されたい！8時間,BIB-074,2013-05-19,478分鐘,,美,美,,蕩婦、合集、女上位、DMM獨家,多人,https://www.javbus.com/BIB-074
ANND-132 レズビアン2穴悶絶アクメ秘書室 ～エリート美女の誰にも云えないパワハラ浣腸ケツ穴オルガ～ 北条麻妃 愛咲れいら,ANND-132 レズビアン2穴悶絶アクメ秘書室 ～エリート美女の誰にも云えないパワハラ浣腸ケツ穴オルガ～ 北条麻妃 愛咲れいら,ANND-132,2013-05-16,117分鐘,タイガー小堺,アンナと花子,アンナと花子,,女同性戀、灌腸、秘書、舔陰、DVD多士爐、高畫質、DMM獨家,多人,https://www.javbus.com/ANND-132
ALD-626 発射3分前からの絶頂！！！NON STOP美熟女中出し50人,ALD-626 発射3分前からの絶頂！！！NON STOP美熟女中出し50人,ALD-626,2013-05-04,244分鐘,,桃太郎映像出版,ALLIN☆ONE,発射3分前からの絶頂！！！,成熟的女人、已婚婦女、寡婦、中出、DMM獨家,多人,https://www.javbus.com/ALD-626
NATR-201 熟女全裸家政婦 北条麻妃,NATR-201 熟女全裸家政婦 北条麻妃,NATR-201,2013-04-26,134分鐘,TENUN,なでしこ,Nadeshiko,熟女全裸家政婦,成熟的女人、各種職業、單體作品、打手槍,北条麻妃,https://www.javbus.com/NATR-201
QXL-95 RUBY厳選！ 旅先で息子が触れる母の温もり… 母子交尾コレクション4時間 Vol.3,QXL-95 RUBY厳選！ 旅先で息子が触れる母の温もり… 母子交尾コレクション4時間 Vol.3,QXL-95,2013-04-25,240分鐘,焚魔,ルビー,RUBY,母子交尾,成熟的女人、母親、合集、亂倫、4小時以上作品,多人,https://www.javbus.com/QXL-95
AWT-049 淫語中出しソープ34 加藤ツバキ 北条麻妃,AWT-049 淫語中出しソープ34 加藤ツバキ 北条麻妃,AWT-049,2013-04-21,127分鐘,渡辺琢斗,AVScollector’s,琢斗,淫語中出しソープ,其他戀物癖、妓女、淫語、中出、主觀視角、DMM獨家,多人,https://www.javbus.com/AWT-049
DPH-114 非日常的悶絶コレクション 第十集,DPH-114 非日常的悶絶コレクション 第十集,DPH-114,2013-04-21,253分鐘,渡辺琢斗,AVScollector’s,PHANTOM夢,非日常的悶絶遊戯,其他戀物癖、合集、連褲襪、主觀視角、DMM獨家,多人,https://www.javbus.com/DPH-114
BIB-072 美2012年下半期総集編8時間,BIB-072 美2012年下半期総集編8時間,BIB-072,2013-04-20,478分鐘,,美,美,美○半期総集編,蕩婦、合集、DMM獨家,多人,https://www.javbus.com/BIB-072
PSI-239 熟女野外羞恥 恥辱に酔う30人の熟女たち 6時間,PSI-239 熟女野外羞恥 恥辱に酔う30人の熟女たち 6時間,PSI-239,2013-04-20,360分鐘,桜庭九心男,プールクラブ・エンタテインメント,PASSION（プールクラブ）,,成熟的女人、野外・露出、羞恥、4小時以上作品,多人,https://www.javbus.com/PSI-239
ARM-252 マッサージで感じちゃった僕。 その10,ARM-252 マッサージで感じちゃった僕。 その10,ARM-252,2013-04-20,121分鐘,鷲本ひろし,アロマ企画,AROMA,○○ちゃった僕,妄想、按摩、高畫質、DMM獨家、打手槍,多人,https://www.javbus.com/ARM-252
NEO-020 性格の悪い女 ブサイクイジメ 北条麻妃 高沢沙耶,NEO-020 性格の悪い女 ブサイクイジメ 北条麻妃 高沢沙耶,NEO-020,2013-04-20,139分鐘,菊淋,レイディックス,neo（パラドックス）,,成熟的女人、灌腸、舔陰,多人,https://www.javbus.com/NEO-020
JUSD-481 美熟女の物凄く下品なフェラ 花ビラ50回転8時間,JUSD-481 美熟女の物凄く下品なフェラ 花ビラ50回転8時間,JUSD-481,2013-04-20,478分鐘,,マドンナ,Madonna,,蕩婦、成熟的女人、口交、合集、已婚婦女、數位馬賽克、4小時以上作品、DMM獨家,多人,https://www.javbus.com/JUSD-481
LIA-009 四六時中クンニリングス 01,LIA-009 四六時中クンニリングス 01,LIA-009,2013-04-20,111分鐘,,プールクラブ・エンタテインメント,Philia,,野外・露出、制服、舔陰、蘿莉塔,多人,https://www.javbus.com/LIA-009
MAMA-331 浮気妻はスゴ淫です 9,MAMA-331 浮気妻はスゴ淫です 9,MAMA-331,2013-04-18,127分鐘,ジャンク斉藤,クリスタル映像,MADAMMANIAC,浮気妻はスゴ淫です,成熟的女人、已婚婦女、多P、通姦、高畫質,多人,https://www.javbus.com/MAMA-331
DDB-214 肉便器先生 北条麻妃,DDB-214 肉便器先生 北条麻妃,DDB-214,2013-04-14,103分鐘,ビーバップ・みのる,ドグマ,Dogma,肉便器先生,女教師、灌腸、拘束、凌辱、DVD多士爐、單體作品、DMM獨家,北条麻妃,https://www.javbus.com/DDB-214
VEC-064 友人の母親 北条麻妃,VEC-064 友人の母親 北条麻妃,VEC-064,2013-04-14,88分鐘,ペータ☆,VENUS,ヴィーナス（VENUS）,友人の母親,成熟的女人、強姦、潮吹、已婚婦女、69、單體作品、DMM獨家,北条麻妃,https://www.javbus.com/VEC-064
KCPJ-012 私、いい感じに熟してきました。！ 北条麻妃,KCPJ-012 私、いい感じに熟してきました。！ 北条麻妃,KCPJ-012,2013-04-08,109分鐘,KA★ZU,CREAMPIE,クリームパイ,,成熟的女人、其他戀物癖、多P、中出、高畫質、戲劇、單體作品、DMM獨家,北条麻妃,https://www.javbus.com/KCPJ-012
SCF-022 キモメンに犯される33人の美女 8時間,SCF-022 キモメンに犯される33人の美女 8時間,SCF-022,2013-04-08,478分鐘,,マルクス兄弟,MARXBrothersco.,,強姦、多P、凌辱、中出、DMM獨家,多人,https://www.javbus.com/SCF-022
MBYD-157 下着をつけたままで貪る人妻のヤラしい性交8時間,MBYD-157 下着をつけたままで貪る人妻のヤラしい性交8時間,MBYD-157,2013-04-07,478分鐘,,溜池ゴロー,溜池ゴロー,,合集、已婚婦女、數位馬賽克、DMM獨家,多人,https://www.javbus.com/MBYD-157
RCT-483 電流アクメ ～勃起クリトリス電極責め～ 10時間全作品集,RCT-483 電流アクメ ～勃起クリトリス電極責め～ 10時間全作品集,RCT-483,2013-04-07,609分鐘,,ROCKET,ROCKET,電流アクメ,潮吹、合集、4小時以上作品、女優按摩棒、高畫質,多人,https://www.javbus.com/RCT-483
JUSD-477 美熟女ソープ壺姫御殿 極上泡姫総集編8時間,JUSD-477 美熟女ソープ壺姫御殿 極上泡姫総集編8時間,JUSD-477,2013-04-04,478分鐘,,マドンナ,Madonna,美熟女ソープ壺姫御殿,成熟的女人、合集、妓女、各種職業、數位馬賽克、巨乳、DMM獨家,多人,https://www.javbus.com/JUSD-477
DKTM-005 義母のブラが浮いています 北条麻妃,DKTM-005 義母のブラが浮いています 北条麻妃,DKTM-005,2013-04-02,119分鐘,紋℃,タカラ映像,タカラ映像,○○のブラが浮いています。,婆婆、高畫質、單體作品,北条麻妃,https://www.javbus.com/DKTM-005
FAJS-010 浮気がしたい人妻たち,FAJS-010 浮気がしたい人妻たち,FAJS-010,2013-03-29,102分鐘,赤羽菊次郎,FAプロ・プラチナ,FAプロ熟女,,成熟的女人、女醫生、已婚婦女、通姦、戲劇、DMM獨家,多人,https://www.javbus.com/FAJS-010
BIB-070 働くお姉さんにイカされたい8時間,BIB-070 働くお姉さんにイカされたい8時間,BIB-070,2013-03-17,478分鐘,,美,美,,蕩婦、合集、各種職業、DMM獨家,多人,https://www.javbus.com/BIB-070
TYWD-039 女がガムシャラに腰を振る淫乱熱情SEX82連発4時間,TYWD-039 女がガムシャラに腰を振る淫乱熱情SEX82連発4時間,TYWD-039,2013-03-14,238分鐘,,乱丸,乱丸,,合集、數位馬賽克、女上位、DMM獨家,多人,https://www.javbus.com/TYWD-039
AVSW-018 北条麻妃の世界 Part.2,AVSW-018 北条麻妃の世界 Part.2,AVSW-018,2013-03-09,250分鐘,,AVScollector’s,AVS,○○の世界,成熟的女人、苗條、合集、單體作品、DMM獨家,北条麻妃,https://www.javbus.com/AVSW-018
SCF-018 もの凄い淫乱痴女30人4時間,SCF-018 もの凄い淫乱痴女30人4時間,SCF-018,2013-03-09,240分鐘,,マルクス兄弟,MARXBrothersco.,,蕩婦、乳交、中出、DMM獨家、打手槍,多人,https://www.javbus.com/SCF-018
MAMA-324 熟女の営むエステサロン 8 絶対あるある裏メニュー,MAMA-324 熟女の営むエステサロン 8 絶対あるある裏メニュー,MAMA-324,2013-03-08,151分鐘,大田ケンイチ,クリスタル映像,MADAMMANIAC,熟女の営むエステサロン,成熟的女人、美容院、高畫質、巨乳,多人,https://www.javbus.com/MAMA-324
ARMM-033 北条麻妃と舌をベロベロに絡ませ合いながら堀口奈津美に肉棒しゃぶり溶かされる死んでもいいほど贅沢な3Pセックス,ARMM-033 北条麻妃と舌をベロベロに絡ませ合いながら堀口奈津美に肉棒しゃぶり溶かされる死んでもいいほど贅沢な3Pセックス,ARMM-033,2013-03-08,129分鐘,角脇しげお,アロマ企画,AROMAM-30,,蕩婦、成熟的女人、濫交、姐姐、多P、高畫質、DMM獨家,多人,https://www.javbus.com/ARMM-033
MBYD-156 絶頂寸前の最高に気持ちのいい激ピストン8時間,MBYD-156 絶頂寸前の最高に気持ちのいい激ピストン8時間,MBYD-156,2013-03-08,478分鐘,,溜池ゴロー,溜池ゴロー,,成熟的女人、合集、已婚婦女、數位馬賽克、出軌、DMM獨家,多人,https://www.javbus.com/MBYD-156
RCT-475 衝撃！男の頭までスッポリ入るメガマ○コ スカルファック10時間全作品集,RCT-475 衝撃！男の頭までスッポリ入るメガマ○コ スカルファック10時間全作品集,RCT-475,2013-03-07,600分鐘,,ROCKET,ROCKET,衝撃！男の頭までスッポリ入るメガマ○コ,潮吹、合集、拳交、4小時以上作品、高畫質、肛交,多人,https://www.javbus.com/RCT-475
QXL-91 RUBY厳選！親友の母コレクション4時間 Vol.2,QXL-91 RUBY厳選！親友の母コレクション4時間 Vol.2,QXL-91,2013-03-07,239分鐘,CHIKABUN,ルビー,RUBY,親友の母（ルビー）,成熟的女人、合集、已婚婦女、4小時以上作品,多人,https://www.javbus.com/QXL-91
MZQ-005 熟女突撃隊！8時間,MZQ-005 熟女突撃隊！8時間,MZQ-005,2013-03-02,480分鐘,,プレステージ,マジッククオリティ,,成熟的女人、舔陰、4小時以上作品、巨乳,多人,https://www.javbus.com/MZQ-005
KMDS-20118 人妻パンスト家庭教師 北条麻妃,KMDS-20118 人妻パンスト家庭教師 北条麻妃,KMDS-20118,2013-03-01,92分鐘,,カマタ映像,弁天,,家教、連褲襪、已婚婦女、高畫質、單體作品,多人,https://www.javbus.com/KMDS-20118
JUSD-471 2012年マドンナ下半期161タイトル8時間,JUSD-471 2012年マドンナ下半期161タイトル8時間,JUSD-471,2013-03-01,478分鐘,,マドンナ,Madonna,マドンナ○半期,成熟的女人、母親、合集、亂倫、已婚婦女、數位馬賽克、4小時以上作品、DMM獨家,多人,https://www.javbus.com/JUSD-471
HODV-20859 美女が男のアナルを舐めまくる100連発,HODV-20859 美女が男のアナルを舐めまくる100連発,HODV-20859,2013-03-01,241分鐘,ヘリ,h.m.p,h.m.p,,蕩婦、其他戀物癖、巨乳,多人,https://www.javbus.com/HODV-20859
UMD-010 黒人イマラチオ集,UMD-010 黒人イマラチオ集,UMD-010,2013-02-28,239分鐘,,グローバルメディアエンタテインメント,ULTRAMIX,,成熟的女人、強姦、合集、數位馬賽克、深喉、高畫質、黑人演員,多人,https://www.javbus.com/UMD-010
BDSR-122R 中出し！！ 100人 Extreme BEST 8時間,BDSR-122R 中出し！！ 100人 Extreme BEST 8時間,BDSR-122R,2013-02-25,481分鐘,ながふちつよし,ビッグモーカル,BIGMORKAL,,合集、中出、4小時以上作品、高畫質,多人,https://www.javbus.com/BDSR-122R
WING-030 中出しお義母さんが教えてあげる 3 ブルーレイスペシャル版,WING-030 中出しお義母さんが教えてあげる 3 ブルーレイスペシャル版,WING-030,2013-02-25,121分鐘,杉崎仁,ビッグモーカル,HD-WING,中出しお義母さんが教えてあげる,亂倫、中出、婆婆、高畫質,多人,https://www.javbus.com/WING-030
MILD-813 堕ちた美淑女 義理の息子を拒みきれずに… 一条綺美香 48歳,MILD-813 堕ちた美淑女 義理の息子を拒みきれずに… 一条綺美香 48歳,MILD-813,2013-02-18,147分鐘,来生元也,ケイ・エム・プロデュース,million（ミリオン）,,成熟的女人、性騷擾、巨乳,多人,https://www.javbus.com/MILD-813
NSPS-186 初コラボ！！ながえSTYLE×マドンナ ボロアパートの身売り事情！ 肉欲地獄に堕ちる母 後編 北条麻妃,NSPS-186 初コラボ！！ながえSTYLE×マドンナ ボロアパートの身売り事情！ 肉欲地獄に堕ちる母 後編 北条麻妃,NSPS-186,2013-02-18,155分鐘,ながえ,サイドビー,ながえSTYLE,ボロアパートの身売り事情！肉欲地獄に堕ちる母,成熟的女人、亂倫、已婚婦女、戲劇、單體作品,北条麻妃,https://www.javbus.com/NSPS-186
RKI-240 ど・淫乱 ど・すけべ ど・変態 心の底からエロオーラ全開SEX16時間,RKI-240 ど・淫乱 ど・すけべ ど・変態 心の底からエロオーラ全開SEX16時間,RKI-240,2013-02-10,958分鐘,,ROOKIE,ROOKIE,,合集、中出、DMM獨家,多人,https://www.javbus.com/RKI-240
CADV-369 完熟マダムPREMIUM 8時間,CADV-369 完熟マダムPREMIUM 8時間,CADV-369,2013-02-02,479分鐘,,クリスタル映像,CRYSTALEX,完熟マダムPREMIUM,成熟的女人、已婚婦女、4小時以上作品,多人,https://www.javbus.com/CADV-369
JUSD-466 背徳スワッピングに溺れた20組8時間,JUSD-466 背徳スワッピングに溺れた20組8時間,JUSD-466,2013-02-02,478分鐘,,マドンナ,Madonna,,成熟的女人、合集、已婚婦女、多P、數位馬賽克、羞恥、DMM獨家,多人,https://www.javbus.com/JUSD-466
VEZZ-008 美熟女レズマンション～ようこそラ・レズメゾンLa lesmaisonへ～ 北条麻妃 三浦恵理子 柳田やよい,VEZZ-008 美熟女レズマンション～ようこそラ・レズメゾンLa lesmaisonへ～ 北条麻妃 三浦恵理子 柳田やよい,VEZZ-008,2013-01-27,125分鐘,玉塚びんご,VENUS,Butch,,成熟的女人、女同性戀、已婚婦女、多P、女同接吻,多人,https://www.javbus.com/VEZZ-008
HYAKU-020 100人8時間 AV女優厳選ベスト100,HYAKU-020 100人8時間 AV女優厳選ベスト100,HYAKU-020,2013-01-24,475分鐘,奥山光輝,ケイ・エム・プロデュース,100人,100人8時間,合集、乳房、4小時以上作品、巨乳,多人,https://www.javbus.com/HYAKU-020
BIB-066 美4周年記念 淫乱痴女SPECIAL 108TITLE8時間,BIB-066 美4周年記念 淫乱痴女SPECIAL 108TITLE8時間,BIB-066,2013-01-20,478分鐘,,美,美,,蕩婦、合集、姐姐、DMM獨家,多人,https://www.javbus.com/BIB-066
BIB-067 発射寸前のものすごく気持ち良い淫口フェラチオ6時間,BIB-067 発射寸前のものすごく気持ち良い淫口フェラチオ6時間,BIB-067,2013-01-20,358分鐘,,美,美,,蕩婦、口交、合集、DMM獨家,多人,https://www.javbus.com/BIB-067
RCT-461 お仕置きビンタから潮まみれレズ調教,RCT-461 お仕置きビンタから潮まみれレズ調教,RCT-461,2013-01-20,131分鐘,ささきうずまき,ROCKET,ROCKET,,OL、女同性戀、女教師、潮吹、性奴、高畫質,多人,https://www.javbus.com/RCT-461
UMD-009 人の女房を犯す！,UMD-009 人の女房を犯す！,UMD-009,2013-01-16,240分鐘,,グローバルメディアエンタテインメント,ULTRAMIX,,強姦、已婚婦女、凌辱、4小時以上作品、高畫質,多人,https://www.javbus.com/UMD-009
YUYU-018 S級レズビアン,YUYU-018 S級レズビアン,YUYU-018,2013-01-14,242分鐘,,ゆり★ゆり,ゆり★ゆり,S級レズビアン,女同性戀、合集、女同接吻、DMM獨家,多人,https://www.javbus.com/YUYU-018
